menu_id,restaurant_id,item_name,category,price,is_veg,is_bestseller
68,8,Burger,Punjabi,209.0,0,0
69,9,Burger,Burger,487.0,0,0
70,9,Nuggets,Burger,810.0,1,0
71,9,French Fries,Burger,337.0,1,0
72,9,Burger,Burger,624.0,0,0
73,9,Onion Rings (Classic Edition),Burger,801.0,1,0
74,9,Onion Rings (Classic Edition),Burger,387.0,1,0
75,9,Wrap,Burger,561.0,1,1
76,9,Onion Rings,Burger,417.0,0,0
77,9,Burger,Burger,786.0,1,1
78,9,Wrap,Burger,739.0,1,0
79,9,Wrap (Chef Edition),Burger,334.0,0,0
80,9,Wrap,Burger,758.0,1,1
81,9,French Fries,Burger,910.0,0,0
82,9,French Fries,Burger,703.0,1,0
83,9,French Fries,Burger,401.0,0,0
84,9,Burger (Premium Edition),Burger,813.0,0,0
85,10,French Fries,Burger,652.0,0,0
86,10,Burger,Burger,751.0,0,0
87,10,Wrap,Burger,816.0,0,0
88,10,Burger,Burger,1128.0,1,0
89,10,French Fries,Burger,1236.0,0,0
90,10,Wrap,Burger,437.0,1,1
91,10,Burger (Premium Edition),Burger,1052.0,1,0
92,10,Wrap,Burger,627.0,1,1
93,10,Nuggets (Classic Edition),Burger,603.0,0,0
94,10,Wrap,Burger,1176.0,1,1
95,11,Nuggets,Punjabi,516.0,1,0
96,11,Nuggets,Punjabi,263.0,0,0
97,11,Hot Dog,Punjabi,326.0,1,0
98,11,Onion Rings (Chef Edition),Punjabi,279.0,0,0
99,11,Nuggets (Chef Edition),Punjabi,696.0,1,0
100,11,Nuggets,Punjabi,495.0,1,1
101,11,Hot Dog (Special Edition),Punjabi,675.0,0,0
102,11,French Fries,Punjabi,773.0,0,0
103,11,Onion Rings,Punjabi,399.0,0,1
104,11,Burger (Chef Edition),Punjabi,904.0,0,0
105,11,Onion Rings,Punjabi,759.0,0,0
106,11,Hot Dog,Punjabi,838.0,0,0
107,11,French Fries,Punjabi,644.0,0,0
108,11,Wrap (Special Edition),Punjabi,716.0,1,0
109,11,French Fries,Punjabi,525.0,1,1
110,11,Hot Dog,Punjabi,304.0,1,0
111,12,Chicken Biryani,Biryani,490.0,1,0
112,12,Mutton Biryani,Biryani,469.0,0,0
113,12,Prawn Biryani,Biryani,841.0,1,0
114,12,Mutton Biryani,Biryani,622.0,0,0
115,12,Prawn Biryani,Biryani,644.0,0,1
116,12,Prawn Biryani (Chef Edition),Biryani,706.0,0,0
117,12,Hyderabadi Biryani,Biryani,757.0,1,0
118,12,Prawn Biryani (Classic Edition),Biryani,426.0,1,0
119,12,Veg Biryani,Biryani,453.0,1,1
120,12,Egg Biryani,Biryani,306.0,0,0
121,12,Egg Biryani,Biryani,807.0,0,0
122,12,Mutton Biryani,Biryani,511.0,0,0
123,12,Hyderabadi Biryani,Biryani,680.0,1,0
124,12,Prawn Biryani (Classic Edition),Biryani,834.0,0,0
125,12,Veg Biryani,Biryani,695.0,1,0
126,13,Paneer Tikka,North Indian,304.0,0,1
127,13,Biryani,North Indian,697.0,1,0
128,13,Rajma Chawal,North Indian,470.0,1,0
129,13,Roti (Chef Edition),North Indian,890.0,0,0
130,13,Butter Chicken (Premium Edition),North Indian,732.0,0,0
131,13,Chole Bhature,North Indian,248.0,0,0
132,13,Dal Makhani,North Indian,475.0,0,1
133,13,Rajma Chawal,North Indian,692.0,0,1
134,13,Paneer Tikka (Special Edition),North Indian,710.0,0,0
135,13,Rajma Chawal,North Indian,294.0,1,0
136,13,Biryani,North Indian,815.0,1,0
137,13,Roti,North Indian,265.0,0,0
138,13,Chole Bhature,North Indian,419.0,0,0
139,13,Paneer Tikka,North Indian,276.0,1,0
140,13,Dal Makhani,North Indian,658.0,0,0
141,13,Naan,North Indian,712.0,0,1
142,13,Paneer Tikka,North Indian,287.0,1,0
143,13,Paneer Tikka,North Indian,830.0,0,0
144,13,Dal Makhani,North Indian,731.0,1,0
145,14,Hot Dog,Seafood,522.0,0,0
146,14,Onion Rings,Seafood,419.0,0,1
147,14,Burger (Classic Edition),Seafood,192.0,0,0
148,14,Onion Rings (Chef Edition),Seafood,225.0,1,1
149,14,Nuggets (Premium Edition),Seafood,265.0,1,0
150,14,Onion Rings,Seafood,578.0,1,0
151,14,Burger,Seafood,342.0,1,0
152,14,French Fries,Seafood,178.0,0,0
153,14,French Fries (Chef Edition),Seafood,354.0,1,0
154,14,French Fries (Special Edition),Seafood,406.0,0,0
155,14,Nuggets,Seafood,349.0,0,0
156,14,Nuggets (Classic Edition),Seafood,319.0,0,0
157,14,Nuggets (Premium Edition),Seafood,308.0,0,0
158,14,Onion Rings,Seafood,320.0,0,0
159,14,Onion Rings,Seafood,301.0,0,0
160,15,French Fries (Chef Edition),Burger,287.0,0,1
161,15,French Fries (Chef Edition),Burger,112.0,1,0
162,15,Onion Rings (Special Edition),Burger,156.0,0,1
163,15,Hot Dog (Classic Edition),Burger,146.0,1,0
164,15,Wrap,Burger,149.0,1,0
165,15,Onion Rings,Burger,111.0,0,1
166,15,Burger (Special Edition),Burger,107.0,1,0
167,15,Hot Dog,Burger,329.0,1,1
168,15,Wrap,Burger,103.0,1,1
169,15,French Fries,Burger,104.0,0,0
170,15,Nuggets,Burger,189.0,0,0
171,15,French Fries,Burger,124.0,0,0
172,15,Wrap (Classic Edition),Burger,270.0,0,0
173,15,Burger (Chef Edition),Burger,147.0,1,0
174,15,Burger (Chef Edition),Burger,202.0,1,0
175,15,Wrap,Burger,231.0,1,0
176,15,Onion Rings (Special Edition),Burger,187.0,0,0
177,16,Onion Rings (Classic Edition),Beverages,357.0,1,0
178,16,Nuggets,Beverages,713.0,0,0
179,16,Burger (Special Edition),Beverages,450.0,1,1
180,16,Burger,Beverages,404.0,0,0
181,16,Nuggets,Beverages,899.0,1,0
182,16,Nuggets,Beverages,628.0,0,0
183,16,Wrap,Beverages,456.0,0,0
184,16,French Fries,Beverages,741.0,0,1
185,16,French Fries (Classic Edition),Beverages,717.0,0,0
186,16,Nuggets,Beverages,510.0,1,0
187,16,Hot Dog (Classic Edition),Beverages,569.0,0,0
188,17,French Fries,Beverages,659.0,0,0
189,17,Onion Rings (Premium Edition),Beverages,613.0,0,0
190,17,Nuggets,Beverages,862.0,1,0
191,17,Wrap,Beverages,827.0,0,0
192,17,Nuggets (Chef Edition),Beverages,586.0,1,0
193,17,Wrap,Beverages,394.0,1,1
194,17,Burger,Beverages,416.0,0,0
195,17,Onion Rings,Beverages,469.0,0,0
196,17,French Fries,Beverages,592.0,0,0
197,17,Hot Dog,Beverages,465.0,0,0
198,17,Wrap,Beverages,642.0,0,0
199,17,Hot Dog (Special Edition),Beverages,433.0,1,1
200,17,Onion Rings (Special Edition),Beverages,258.0,1,0
201,17,Burger,Beverages,934.0,0,1
202,17,Onion Rings,Beverages,827.0,0,0
203,17,Nuggets,Beverages,870.0,0,0
204,17,Onion Rings,Beverages,902.0,1,0
205,17,Wrap,Beverages,893.0,0,0
206,18,Upma (Classic Edition),South Indian,272.0,1,1
207,18,Upma,South Indian,497.0,0,0
208,18,Appam,South Indian,887.0,1,0
209,18,Vada,South Indian,500.0,0,1
210,18,Upma,South Indian,562.0,0,0
211,19,French Fries,Street Food,202.0,0,0
212,19,French Fries (Chef Edition),Street Food,547.0,1,0
213,19,Wrap (Chef Edition),Street Food,470.0,0,0
214,19,French Fries,Street Food,511.0,1,0
215,19,Nuggets (Chef Edition),Street Food,392.0,1,0
216,19,Wrap (Premium Edition),Street Food,287.0,1,1
217,19,Hot Dog (Classic Edition),Street Food,623.0,0,0
218,19,Onion Rings,Street Food,509.0,0,0
219,19,Hot Dog,Street Food,208.0,1,0
220,19,Hot Dog,Street Food,297.0,0,1
221,19,Onion Rings (Special Edition),Street Food,465.0,0,0
222,19,Nuggets,Street Food,498.0,0,0
223,19,Wrap,Street Food,264.0,1,0
224,19,Wrap,Street Food,329.0,1,0
225,20,Burger (Classic Edition),Rajasthani,279.0,1,0
226,20,Burger,Rajasthani,272.0,1,0
227,20,Wrap,Rajasthani,573.0,1,0
228,20,Wrap,Rajasthani,371.0,0,1
229,20,Nuggets,Rajasthani,562.0,0,0
230,20,Nuggets (Chef Edition),Rajasthani,346.0,1,1
231,20,Hot Dog (Special Edition),Rajasthani,245.0,1,0
232,20,Nuggets,Rajasthani,509.0,1,0
233,20,Onion Rings,Rajasthani,391.0,0,0
234,20,French Fries,Rajasthani,443.0,1,0
235,20,Burger,Rajasthani,170.0,1,0
236,20,Hot Dog (Premium Edition),Rajasthani,426.0,1,0
237,20,Onion Rings,Rajasthani,223.0,0,0
238,20,Onion Rings,Rajasthani,288.0,1,0
239,20,Wrap,Rajasthani,521.0,0,0
240,20,Nuggets,Rajasthani,272.0,1,0
241,20,Burger (Special Edition),Rajasthani,513.0,1,1
242,21,Onion Rings (Classic Edition),Beverages,695.0,1,0
243,21,French Fries (Chef Edition),Beverages,566.0,1,0
244,21,Wrap (Special Edition),Beverages,310.0,1,0
245,21,Hot Dog,Beverages,624.0,1,0
246,21,Hot Dog,Beverages,605.0,0,0
247,22,Fried Rice (Chef Edition),Chinese,830.0,1,0
248,22,Noodles,Chinese,365.0,1,0
249,22,Noodles (Premium Edition),Chinese,476.0,0,0
250,22,Hot & Sour Soup (Classic Edition),Chinese,325.0,0,0
251,22,Hot & Sour Soup (Premium Edition),Chinese,880.0,1,0
252,22,Chilli Paneer,Chinese,715.0,0,0
253,22,Chilli Paneer,Chinese,572.0,0,1
254,23,French Fries,Beverages,260.0,1,0
255,23,Burger,Beverages,186.0,0,0
256,23,French Fries,Beverages,242.0,0,0
257,23,French Fries,Beverages,221.0,1,0
258,23,Nuggets (Premium Edition),Beverages,146.0,1,0
259,23,French Fries,Beverages,165.0,1,0
260,23,Nuggets (Premium Edition),Beverages,159.0,1,0
261,23,Nuggets,Beverages,131.0,0,0
262,23,Wrap (Special Edition),Beverages,133.0,1,0
263,23,Hot Dog,Beverages,255.0,0,0
264,23,Burger (Chef Edition),Beverages,193.0,1,0
265,23,Nuggets (Classic Edition),Beverages,290.0,0,1
266,24,Idli,South Indian,305.0,1,0
267,24,Uttapam,South Indian,257.0,0,0
268,24,Dosa,South Indian,238.0,0,0
269,24,Upma (Chef Edition),South Indian,271.0,0,1
270,24,Upma,South Indian,166.0,1,0
271,24,Idli (Classic Edition),South Indian,217.0,0,0
272,24,Sambhar (Premium Edition),South Indian,221.0,0,0
273,24,Dosa (Premium Edition),South Indian,115.0,1,0
274,24,Vada,South Indian,92.0,1,0
275,24,Dosa (Chef Edition),South Indian,202.0,0,1
276,25,Sambhar,South Indian,394.0,1,0
277,25,Rava Dosa,South Indian,352.0,0,0
278,25,Sambhar (Special Edition),South Indian,576.0,1,0
279,25,Idli (Premium Edition),South Indian,285.0,0,0
280,25,Dosa,South Indian,307.0,0,0
281,25,Upma,South Indian,290.0,0,0
282,25,Dosa,South Indian,255.0,1,0
283,25,Appam,South Indian,454.0,0,0
284,25,Rava Dosa,South Indian,307.0,0,1
285,25,Sambhar (Classic Edition),South Indian,488.0,1,0
286,25,Dosa,South Indian,218.0,0,0
287,25,Appam,South Indian,361.0,0,0
288,25,Dosa,South Indian,609.0,0,0
289,25,Rava Dosa,South Indian,426.0,1,1
290,25,Idli (Chef Edition),South Indian,212.0,1,0
291,25,Appam,South Indian,644.0,1,1
292,25,Rava Dosa (Classic Edition),South Indian,508.0,0,0
293,25,Dosa,South Indian,336.0,0,0
294,26,Cold Coffee,Cafe,187.0,1,0
295,26,Cold Coffee,Cafe,94.0,1,0
296,26,Cold Coffee,Cafe,184.0,0,0
297,26,Croissant (Premium Edition),Cafe,95.0,0,0
298,26,Sandwich,Cafe,332.0,0,0
299,26,Croissant (Chef Edition),Cafe,198.0,1,1
300,27,Burger,Bengali,259.0,1,0
301,27,Hot Dog,Bengali,198.0,0,1
302,27,Burger (Special Edition),Bengali,138.0,0,0
303,27,Burger,Bengali,316.0,1,1
304,27,Burger (Special Edition),Bengali,225.0,1,0
305,27,Burger,Bengali,341.0,1,0
306,27,Hot Dog (Classic Edition),Bengali,245.0,0,0
307,27,Wrap,Bengali,303.0,0,0
308,28,Soup (Classic Edition),Continental,492.0,1,0
309,28,Grilled Chicken (Classic Edition),Continental,683.0,0,1
310,28,Steak (Premium Edition),Continental,473.0,0,0
311,28,Soup,Continental,287.0,1,0
312,28,Caesar Salad,Continental,775.0,0,0
313,28,Grilled Chicken,Continental,681.0,1,0
314,28,Soup,Continental,504.0,1,0
315,28,Grilled Chicken,Continental,390.0,1,0
316,28,Soup (Special Edition),Continental,577.0,0,0
317,28,Fish & Chips (Premium Edition),Continental,702.0,0,0
318,28,Caesar Salad (Premium Edition),Continental,578.0,1,1
319,28,Soup,Continental,729.0,1,0
320,28,Club Sandwich,Continental,787.0,0,0
321,28,Club Sandwich,Continental,261.0,1,1
322,29,Uttapam,South Indian,297.0,0,1
323,29,Upma (Classic Edition),South Indian,623.0,0,0
324,29,Vada,South Indian,867.0,1,1
325,29,Dosa,South Indian,888.0,0,0
326,29,Idli,South Indian,478.0,1,0
327,29,Upma (Special Edition),South Indian,410.0,0,1
328,29,Rava Dosa (Classic Edition),South Indian,789.0,1,0
329,29,Uttapam (Premium Edition),South Indian,805.0,0,1
330,29,Rava Dosa,South Indian,599.0,1,0
331,29,Appam,South Indian,800.0,1,0
332,29,Sambhar (Classic Edition),South Indian,605.0,1,0
333,29,Dosa,South Indian,557.0,0,1
334,29,Vada,South Indian,744.0,1,0
335,29,Idli,South Indian,655.0,1,0
336,29,Dosa,South Indian,292.0,0,0
337,30,Onion Rings,Fast Food,179.0,0,0
338,30,Wrap,Fast Food,238.0,1,0
339,30,Onion Rings,Fast Food,275.0,1,1
340,30,Burger,Fast Food,277.0,0,0
341,30,Onion Rings,Fast Food,131.0,0,0
342,30,Burger,Fast Food,176.0,1,0
343,30,French Fries (Premium Edition),Fast Food,140.0,0,0
344,30,Burger (Classic Edition),Fast Food,313.0,1,1
345,30,French Fries (Special Edition),Fast Food,77.0,0,0
346,30,Burger (Premium Edition),Fast Food,291.0,1,0
347,30,French Fries (Special Edition),Fast Food,189.0,1,0
348,30,French Fries,Fast Food,100.0,1,0
349,30,Wrap,Fast Food,134.0,1,0
350,30,French Fries,Fast Food,286.0,0,0
351,30,Onion Rings (Premium Edition),Fast Food,266.0,0,0
352,30,Onion Rings (Chef Edition),Fast Food,126.0,0,0
353,31,French Fries,Punjabi,766.0,0,0
354,31,Burger,Punjabi,382.0,0,0
355,31,Burger,Punjabi,774.0,1,0
356,31,Hot Dog,Punjabi,770.0,1,0
357,31,Onion Rings,Punjabi,880.0,1,0
358,31,Nuggets,Punjabi,704.0,0,0
359,31,French Fries,Punjabi,452.0,0,0
360,31,Burger,Punjabi,282.0,1,0
361,31,Onion Rings,Punjabi,366.0,1,0
362,31,French Fries,Punjabi,268.0,0,0
363,32,Nihari,Mughlai,456.0,0,0
364,32,Nihari,Mughlai,626.0,1,0
365,32,Shami Kebab (Special Edition),Mughlai,618.0,1,0
366,32,Mutton Rogan Josh,Mughlai,524.0,1,0
367,32,Phirni,Mughlai,266.0,0,1
368,32,Haleem,Mughlai,864.0,0,0
369,32,Shami Kebab,Mughlai,594.0,0,0
370,32,Phirni,Mughlai,309.0,1,0
371,32,Seekh Kebab (Chef Edition),Mughlai,479.0,1,1
372,33,Wrap (Special Edition),Pizza,946.0,1,0
373,33,Burger,Pizza,363.0,1,0
374,33,Hot Dog,Pizza,1168.0,1,0
375,33,Wrap,Pizza,975.0,0,0
376,33,Nuggets,Pizza,1157.0,1,0
377,33,French Fries,Pizza,488.0,0,0
378,33,Nuggets (Chef Edition),Pizza,1072.0,1,0
379,33,Onion Rings,Pizza,643.0,0,0
380,33,Burger,Pizza,518.0,0,0
381,33,Nuggets,Pizza,834.0,0,0
382,34,Mutton Biryani,Biryani,667.0,1,0
383,34,Mutton Biryani (Chef Edition),Biryani,346.0,1,0
384,34,Mutton Biryani (Classic Edition),Biryani,363.0,1,1
385,34,Veg Biryani,Biryani,879.0,1,0
386,34,Chicken Biryani (Classic Edition),Biryani,308.0,0,1
387,34,Chicken Biryani,Biryani,589.0,1,0
388,34,Veg Biryani,Biryani,861.0,1,0
389,34,Hyderabadi Biryani,Biryani,688.0,0,0
390,34,Prawn Biryani,Biryani,791.0,0,0
391,34,Chicken Biryani,Biryani,331.0,0,0
392,34,Mutton Biryani,Biryani,554.0,0,0
393,34,Hyderabadi Biryani,Biryani,863.0,1,0
394,34,Chicken Biryani (Chef Edition),Biryani,397.0,1,0
395,34,Chicken Biryani,Biryani,378.0,1,1
396,35,Naan,North Indian,487.0,0,0
397,35,Rajma Chawal,North Indian,369.0,0,0
398,35,Chole Bhature,North Indian,368.0,0,0
399,35,Biryani,North Indian,388.0,0,0
400,35,Biryani,North Indian,276.0,1,0
401,35,Roti,North Indian,309.0,1,0
402,36,Caesar Salad,Continental,582.0,0,0
403,36,Grilled Chicken,Continental,872.0,0,1
404,36,Fish & Chips,Continental,874.0,1,0
405,36,Club Sandwich,Continental,499.0,0,0
406,36,Soup,Continental,411.0,1,0
407,36,Steak,Continental,658.0,1,1
408,36,Club Sandwich,Continental,743.0,1,0
409,36,Steak,Continental,264.0,0,0
410,36,Caesar Salad (Premium Edition),Continental,873.0,0,0
411,36,Steak,Continental,707.0,1,0
412,36,Grilled Chicken,Continental,469.0,1,0
413,36,Caesar Salad,Continental,464.0,1,0
414,36,Caesar Salad,Continental,406.0,0,0
415,36,Caesar Salad (Classic Edition),Continental,904.0,1,0
416,36,Club Sandwich,Continental,586.0,1,0
417,36,Grilled Chicken,Continental,611.0,0,0
418,36,Fish & Chips,Continental,308.0,1,0
419,36,Grilled Chicken,Continental,641.0,1,0
420,37,Haleem,Mughlai,568.0,1,0
421,37,Phirni,Mughlai,420.0,0,0
422,37,Nihari,Mughlai,387.0,0,0
423,37,Korma,Mughlai,466.0,1,0
424,37,Mutton Rogan Josh,Mughlai,634.0,1,0
425,37,Nihari,Mughlai,381.0,0,0
426,37,Seekh Kebab,Mughlai,430.0,0,0
427,37,Seekh Kebab (Chef Edition),Mughlai,236.0,1,0
428,38,Onion Rings,Rolls & Wraps,428.0,0,0
429,38,Burger,Rolls & Wraps,450.0,1,0
430,38,Nuggets,Rolls & Wraps,475.0,0,0
431,38,Burger,Rolls & Wraps,480.0,0,0
432,38,French Fries (Premium Edition),Rolls & Wraps,496.0,1,0
433,38,Hot Dog (Classic Edition),Rolls & Wraps,476.0,0,0
434,38,Onion Rings,Rolls & Wraps,327.0,0,0
435,38,French Fries,Rolls & Wraps,350.0,1,0
436,38,Onion Rings,Rolls & Wraps,450.0,1,0
437,38,Hot Dog,Rolls & Wraps,226.0,1,0
438,38,Nuggets,Rolls & Wraps,281.0,0,0
439,38,Hot Dog,Rolls & Wraps,635.0,0,0
440,39,Paneer Tikka,North Indian,208.0,0,0
441,39,Paneer Tikka,North Indian,214.0,0,0
442,39,Rajma Chawal,North Indian,283.0,1,0
443,39,Biryani,North Indian,247.0,0,0
444,39,Dal Makhani,North Indian,374.0,1,0
445,39,Rajma Chawal (Premium Edition),North Indian,530.0,0,1
446,39,Rajma Chawal,North Indian,522.0,1,0
447,40,Hot Dog,Beverages,418.0,0,0
448,40,Hot Dog (Chef Edition),Beverages,818.0,1,1
449,40,French Fries (Classic Edition),Beverages,423.0,1,0
450,40,Burger,Beverages,463.0,1,0
451,40,French Fries,Beverages,512.0,0,0
452,40,Onion Rings (Chef Edition),Beverages,703.0,0,0
453,40,Hot Dog,Beverages,773.0,1,0
454,40,Hot Dog,Beverages,648.0,0,0
455,40,Nuggets,Beverages,515.0,1,0
456,40,Wrap (Premium Edition),Beverages,902.0,1,0
457,40,Hot Dog (Special Edition),Beverages,886.0,1,0
458,40,Wrap,Beverages,557.0,0,0
459,40,French Fries,Beverages,613.0,1,0
460,41,Burger,Beverages,569.0,1,0
461,41,French Fries,Beverages,480.0,1,0
462,41,Burger,Beverages,500.0,1,0
463,41,Burger (Classic Edition),Beverages,439.0,1,0
464,41,Hot Dog,Beverages,432.0,1,0
465,41,Nuggets,Beverages,529.0,1,0
466,41,Burger,Beverages,855.0,0,0
467,41,Wrap,Beverages,751.0,0,0
468,41,Burger,Beverages,382.0,1,0
469,41,French Fries,Beverages,731.0,0,0
470,41,Burger,Beverages,328.0,0,1
471,41,Burger (Classic Edition),Beverages,390.0,0,1
472,41,Hot Dog,Beverages,648.0,1,0
473,41,Onion Rings,Beverages,494.0,1,0
474,41,Onion Rings (Classic Edition),Beverages,296.0,1,0
475,41,French Fries,Beverages,383.0,1,0
476,42,Smoothie (Classic Edition),Cafe,781.0,0,0
477,42,Cappuccino (Special Edition),Cafe,606.0,0,0
478,42,Croissant,Cafe,1212.0,0,0
479,42,Waffle,Cafe,1097.0,0,0
480,42,Sandwich,Cafe,1088.0,1,0
481,43,Nuggets,Beverages,816.0,0,0
482,43,French Fries,Beverages,728.0,0,0
483,43,Hot Dog,Beverages,469.0,0,0
484,43,Wrap,Beverages,597.0,0,0
485,43,Burger,Beverages,311.0,0,0
486,43,Burger,Beverages,649.0,1,0
487,43,Onion Rings (Special Edition),Beverages,592.0,0,0
488,43,Burger (Special Edition),Beverages,1102.0,1,1
489,43,Nuggets,Beverages,762.0,0,1
490,43,French Fries (Classic Edition),Beverages,1118.0,1,0
491,43,Hot Dog,Beverages,1204.0,0,0
492,43,Onion Rings,Beverages,846.0,0,0
493,43,French Fries,Beverages,808.0,0,0
494,43,French Fries,Beverages,432.0,1,0
495,43,Nuggets,Beverages,834.0,0,0
496,43,Wrap,Beverages,756.0,1,0
497,44,Fried Rice,Chinese,192.0,1,0
498,44,Manchurian,Chinese,223.0,0,0
499,44,Chilli Paneer (Special Edition),Chinese,121.0,1,0
500,44,Spring Rolls,Chinese,117.0,1,0
501,44,Spring Rolls,Chinese,121.0,0,0
502,44,Chilli Paneer (Chef Edition),Chinese,278.0,1,0
503,44,Spring Rolls,Chinese,106.0,0,1
504,44,Noodles,Chinese,138.0,1,0
505,44,Chilli Paneer,Chinese,212.0,0,0
506,44,Hot & Sour Soup,Chinese,168.0,0,0
507,44,Chilli Paneer,Chinese,256.0,0,0
508,44,Fried Rice (Premium Edition),Chinese,181.0,0,0
509,44,Spring Rolls (Premium Edition),Chinese,262.0,1,0
510,44,Fried Rice (Special Edition),Chinese,286.0,0,1
511,44,Spring Rolls,Chinese,231.0,0,0
512,44,Momos,Chinese,95.0,0,0
513,44,Noodles,Chinese,207.0,1,1
514,45,Nuggets (Special Edition),Burger,210.0,0,0
515,45,Hot Dog,Burger,230.0,0,0
516,45,Burger,Burger,256.0,1,0
517,45,Wrap,Burger,237.0,0,0
518,45,Onion Rings,Burger,139.0,1,0
519,45,Onion Rings,Burger,233.0,0,0
520,45,Onion Rings,Burger,79.0,0,0
521,45,Hot Dog,Burger,237.0,1,0
522,45,Hot Dog,Burger,194.0,0,0
523,45,Nuggets,Burger,277.0,0,0
524,45,Hot Dog,Burger,125.0,1,0
525,46,Nuggets (Classic Edition),Pizza,319.0,1,0
526,46,Onion Rings,Pizza,115.0,1,0
527,46,French Fries,Pizza,310.0,0,0
528,46,Hot Dog,Pizza,222.0,0,0
529,46,French Fries,Pizza,228.0,1,0
530,46,Onion Rings,Pizza,149.0,0,0
531,46,Onion Rings,Pizza,87.0,0,0
532,47,Hyderabadi Biryani,Biryani,402.0,0,0
533,47,Chicken Biryani,Biryani,579.0,0,0
534,47,Prawn Biryani (Special Edition),Biryani,206.0,0,0
535,47,Hyderabadi Biryani,Biryani,619.0,1,0
536,47,Veg Biryani,Biryani,333.0,0,0
537,47,Veg Biryani,Biryani,439.0,1,1
538,47,Mutton Biryani,Biryani,224.0,1,1
539,47,Chicken Biryani (Special Edition),Biryani,626.0,1,0
540,47,Veg Biryani,Biryani,466.0,1,0
541,47,Egg Biryani,Biryani,566.0,0,0
542,47,Chicken Biryani,Biryani,612.0,0,0
543,47,Hyderabadi Biryani,Biryani,290.0,1,0
544,48,Burger,Punjabi,196.0,0,0
545,48,Hot Dog,Punjabi,362.0,1,0
546,48,French Fries,Punjabi,216.0,1,0
547,48,Hot Dog,Punjabi,234.0,0,1
548,48,Burger (Special Edition),Punjabi,233.0,1,0
549,48,Nuggets,Punjabi,571.0,0,0
550,48,Wrap,Punjabi,599.0,0,0
